X,Y,objectid,feature_type,industry_id,station_name,station_owner,station_description,station_address,station_suburb,station_postcode,station_state,operational_status,spatial_confidence,gnaf_assignment_method,station_revised_date,gnaf_formatted_address,gnaf_address_detail_pid,gnaf_confidence,gnaf_suburb,gnaf_postcode,distance_to_gnaf
153.366982,-28.046822,1778,PETROL STATION,61402124,BP CONNECT MERRIMAC,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,GOODING DRIVE,MERRIMAC,4226,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,02/04/2020,,,,,,
153.152512,-27.467415,1779,PETROL STATION,61477751,7-ELEVEN TINGALPA NORTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,415-417 WONDALL ROAD,TINGALPA,4173,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
150.537055,-23.348179,1780,PETROL STATION,61477016,MENZIES CALTEX FRENCHVILLE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER DEAN& STEWART STREET,FRENCHVILLE,4701,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.993776,-27.978267,1781,PETROL STATION,61470817,CALTEX BEAUDESERT NORTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,205 BRISBANE STREET,BEAUDESERT,4285,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.134482,-24.7519859999999,1782,PETROL STATION,61402615,JO'S ROADHOUSE AVONDALE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2175 BUNDABERG LOWMEAD ROAD,AVONDALE,4670,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
148.670761,-20.299655,1783,PETROL STATION,61402902,PUMA CANNON VALLEY,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1678 SHUTE HARBOUR ROAD,AIRLIE BEACH,4800,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,19/12/2019,,,,,,
152.749584,-27.6187879999999,1784,PETROL STATION,61401492,METRO WEST IPSWICH,METRO,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,256 BRISBANE STREET,WEST IPSWICH,4305,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.007504,-27.4676279999999,1785,PETROL STATION,61401126,BP MILTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,119 MILTON ROAD,MILTON,4064,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/11/2019,,,,,,
151.905653,-27.536309,1786,PETROL STATION,61402156,SHELL GOLDEN HARVEST ROADHOUSE TOOWOOMBA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,390 BOUNDARY ROAD,TOOWOOMBA,4350,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,22/10/2020,,,,,,
153.363281,-27.9862669999999,1787,PETROL STATION,61401760,BP ASHMORE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SOUTHPORT-NERANG ROAD,ASHMORE,4214,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.008619,-27.4454449999999,1788,PETROL STATION,61401325,NIGHTOWL SHELL KELVIN GROVE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,305 KELVIN GROVE ROAD AND HERSTON ROAD,KELVIN GROVE,4059,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.968964,-26.6160869999999,1789,PETROL STATION,61401843,PUMA NAMBOUR,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,919 NAMBOUR CONNECTION ROAD AND NATIONAL PARK ROAD,NAMBOUR,4560,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,20/10/2020,,,,,,
153.130235,-27.4744659999999,1790,PETROL STATION,61401150,BP TINGALPA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER MANLY AND WYNNUM ROAD,TINGALPA,4173,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,19/12/2019,,,,,,
152.858752,-27.038915,1791,PETROL STATION,61402503,BP WAMURAN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1120 DAGUILAR HIGHWAY,WAMURAN,4512,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,16/09/2019,,,,,,
146.767533,-19.267277,1792,PETROL STATION,61402083,AMPOL GARBUTT DEPOT,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,26-28 PILKINGTON STREET,GARBUTT,4814,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
150.825641,-23.256789,1793,PETROL STATION,61470123,BP EMU PARK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,36-38 PATTERSON STREET,EMU PARK,4710,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,10/11/2020,,,,,,
148.583303,-28.0349919999999,1794,PETROL STATION,61470494,BP ST GEORGE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,85 VICTORIA STREET,ST GEORGE,4487,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,10/06/2020,,,,,,
152.962602,-27.3104709999999,1795,PETROL STATION,61402852,7-ELEVEN WARNER,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 901 OLD NORTH ROAD,WARNER LAKES,4500,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.333007,-27.993011,1796,PETROL STATION,61401750,7-ELEVEN NERANG,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,PRICE STREET,NERANG,4211,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.046693,-26.4100819999999,1797,PETROL STATION,61477710,7-ELEVEN NOOSAVILLE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,139 EUMUNDI ROAD,NOOSAVILLE,4566,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
146.815623,-19.2724309999999,1798,PETROL STATION,61402024,AMPOL RAILWAY ESTATE TOWNSVILLE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,11 RAILWAY AVENUE AND SEVENTH AVENUE,RAILWAY ESTATE,4810,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/09/2020,,,,,,
145.758942,-16.9061189999999,1799,PETROL STATION,411943,MOBIL CAIRNS-NORTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,331 SHERIDAN STREET,CAIRNS NORTH,4870,QLD,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
153.032128,-27.199148,1800,PETROL STATION,61401218,LIBERTY DECEPTION BAY,LIBERTY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,555 DECEPTION BAY ROAD AND PHILLIP PARADE,DECEPTION BAY,4508,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,18/09/2019,,,,,,
152.897851,-27.608528,1801,PETROL STATION,61401462,AMPOL GOODNA,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CHURCH STREET,GOODNA,4300,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/07/2019,,,,,,
148.711515,-22.818393,1802,PETROL STATION,61451656,BP MIDDLEMOUNT,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 CENTENARY DRIVE NORTH,MIDDLEMOUNT,4746,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
151.610751,-25.625395,1803,PETROL STATION,61402068,UNITED GAYNDAH,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,53-55 CAPPER STREET,GAYNDAH,4625,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.821772,-27.5885539999999,1804,PETROL STATION,61477652,PUMA BUNDAMBA,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER ASHBURN ROAD AND HAWKINS CRESCENT,BUNDAMBA,4304,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,28/10/2020,,,,,,
153.117939,-27.662209,1805,PETROL STATION,61402131,JIO FUEL,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,503-509 KINGSTON ROAD AND LAUGHLIN STREET,KINGSTON,4114,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,30/11/2020,,,,,,
151.931654,-27.5663329999999,1806,PETROL STATION,61402919,CALTEX/WOOLWORTHS HARRISTOWN,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,320 JAMES STREET,HARRISTOWN,4350,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,01/12/2020,,,,,,
153.116663,-27.6586409999999,1807,PETROL STATION,61401510,BP KINGSTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,469 KINGSTON ROAD,KINGSTON,4114,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.379317,-27.9753939999999,1808,PETROL STATION,61477724,HOPE ENERGY ASHMORE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,560 OLSEN AVENUE,MOLENDINAR,4214,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.037111,-27.366756,1809,PETROL STATION,61401263,PUMA ZILLMERE,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,86 MURPHY ROAD AND ROBINSON ROAD,ZILLMERE,4034,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,20/11/2019,,,,,,
153.122114,-26.767076,1810,PETROL STATION,61401795,PUMA CURRIMUNDI,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,695 NICKLIN WAY AND GANNAWARRA STREET,CURRIMUNDI,4551,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.200557,-27.700973,1811,PETROL STATION,61477750,AMPOL FOODARY EAGLEBY,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19-29 RIVERHILLS ROAD,EAGLEBY,4207,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,06/11/2020,,,,,,
153.068583,-26.400499,1812,PETROL STATION,61401824,BP NOOSAVILLE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,52-54 MARY STREET,NOOSAVILLE,4566,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,23/09/2020,,,,,,
152.974796,-27.326447,1813,PETROL STATION,61477709,UNITED BRENDALE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,354 SOUTH PINE ROAD,BRENDALE,4500,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.079529,-27.061901,1814,PETROL STATION,61402875,7-ELEVEN NINGI,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,BESTMANN ROAD,NINGI,4511,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
148.028177,-21.9919189999999,1815,PETROL STATION,61402291,BP MORANBAH,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,GOONYELLA ROAD AND COLLIERY STREET,MORANBAH,4744,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
150.713583,-23.682127,1816,PETROL STATION,61402525,BP MARMOR,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER BRUCE HIGHWAY AND TYNAN STREET,MARMOR,4702,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,27/11/2019,,,,,,
152.936946,-27.402342,1817,PETROL STATION,61401307,BP FERNY GROVE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1312 SAMFORD ROAD AND ARBOR STREET,FERNY GROVE,4055,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/06/2020,,,,,,
153.134241,-27.691569,1818,PETROL STATION,61401514,AMPOL WATERFORD,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,950 KINGSTON ROAD AND ALLORA STREET,WATERFORD WEST,4133,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,26/04/2020,,,,,,
153.017122,-27.4265139999999,1819,PETROL STATION,61401344,PUMA GRANGE,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,142 DAYS ROAD AND CARROLL CRESCENT,GRANGE,4051,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,21/10/2020,,,,,,
153.090542,-26.5278309999999,1820,PETROL STATION,61401819,UNITED COOLUM BEACH,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1616-1618 DAVID LOW WAY AND WILLIAMS,COOLUM BEACH,4573,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
146.722739,-19.259919,1821,PETROL STATION,61477788,BP OPT BOHLE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,811 INGHAM ROAD,BOHLE,4818,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,31/08/2020,,,,,,
153.252488,-27.7863139999999,1822,PETROL STATION,61402824,CALTEX/WOOLWORTHS ORMEAU,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19-21 PEACHEY ROAD,ORMEAU,4208,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/02/2020,,,,,,
153.093755,-26.489702,1823,PETROL STATION,61401820,PUMA PEREGIAN,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2215 DAVID LOW WAY,PEREGIAN BEACH,4573,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,11/11/2019,,,,,,
153.193605,-27.714422,1824,PETROL STATION,61401617,COLES EXPRESS BEENLEIGH,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1-5 GEORGE STREET,BEENLEIGH,4207,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
153.064759,-26.682605,1825,PETROL STATION,61401811,PUMA BUDERIM,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,96 KING STREET AND LAVARACK CRESCENT,BUDERIM,4556,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,20/11/2019,,,,,,
152.981678,-27.409641,1826,PETROL STATION,61402362,CALTEX/WOOLWORTHS BROOKSIDE (MITCHELTON),COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,159 OSBORNE ROAD,MITCHELTON,4053,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,17/11/2020,,,,,,
142.166513,-10.163466,1827,PETROL STATION,61477841,BADU EXPRESS,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,189 TAMWOY STREET,BADU ISLAND,4875,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/12/2019,,,,,,
152.948245,-27.5078819999999,1828,PETROL STATION,61401167,CALTEX STAR MART KENMORE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,888 MOGGILL ROAD AND MARSHALL LANE,KENMORE,4069,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.323593,-27.9262009999999,1829,PETROL STATION,61402228,7-ELEVEN GAVEN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,BINSTEAD WAY,GAVEN,4211,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
150.035355,-22.135863,1830,PETROL STATION,61477628,PLUMTREE STORE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,39 BANKSIA ROAD,STANAGE,4702,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,19/11/2019,,,,,,
152.987123,-27.322503,1831,PETROL STATION,61401935,LIBERTY STRATHPINE,LIBERTY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,125 SOUTH PINE ROAD,BRENDALE,4500,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,21/09/2020,,,,,,
153.105762,-27.457062,1832,PETROL STATION,61402090,7-ELEVEN MURARRIE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,887 LYTTON ROAD,MURARRIE,4172,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.212352,-27.521041,1833,PETROL STATION,61401531,COLES EXPRESS ALEXANDRA HILLS,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,96 FINUCANE ROAD AND ABELIA STREET,ALEXANDRA HILLS,4161,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
146.162101,-18.646533,1834,PETROL STATION,61451571,COLES EXPRESS INGHAM,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CARTWRIGHT STREET AND HERBERT STREET,INGHAM,4850,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
151.926549,-27.570006,1835,PETROL STATION,61451703,PUMA HARRISTOWN (ANZAC AVE),PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,175 ANZAC AVENUE,HARRISTOWN,4350,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,12/06/2020,,,,,,
148.215902,-20.012623,1836,PETROL STATION,61477757,PACIFIC PETROLEUM BOWEN,PACIFIC PETROLEUM,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 BETZELS LANE,BOWEN,4805,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,02/10/2019,,,,,,
153.411417,-27.976643,1837,PETROL STATION,61402129,CALTEX/WOOLWORTHS SOUTHPORT,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,64 FERRY ROAD,SOUTHPORT,4215,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,06/05/2020,,,,,,
153.026049,-27.5751979999999,1838,PETROL STATION,61402125,CALTEX/WOOLWORTHS ACACIA RIDGE,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1150 BEAUDESERT ROAD,ACACIA RIDGE,4110,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,02/12/2020,,,,,,
149.195312,-21.119976,1839,PETROL STATION,61470850,BP MOSS MARINE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,HARBOUR ROAD AND HAMILTON STREET,MACKAY,4740,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.023628,-27.524033,1840,PETROL STATION,61401189,7-ELEVEN MOORVALE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,841 IPSWICH ROAD AND BLACK STREET,MOOROOKA,4105,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,02/12/2020,,,,,,
153.053222,-27.6735229999999,1841,PETROL STATION,61402098,7-ELEVEN HERITAGE PARK,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,118 WALLER ROAD,HERITAGE PARK,4118,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,27/11/2019,,,,,,
152.376544,-27.0872939999999,1842,PETROL STATION,61402476,BP SEYMOURS TOYOTA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,25 FULHAM STREET,TOOGOOLAWAH,4313,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.592802,-27.6395869999999,1843,PETROL STATION,61470354,ROSEWOOD FUELS,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,27-29 JOHN STREET,ROSEWOOD,4340,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.699487,-25.530919,1844,PETROL STATION,61470308,PUMA MARYBOROUGH CENTRAL,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,WALKER STREET AND FERRY STREET,MARYBOROUGH,4650,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/11/2020,,,,,,
152.707661,-25.526428,1845,PETROL STATION,61402297,BP SALTWATER,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SALTWATER CREEK ROAD,MARYBOROUGH,4650,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
145.751637,-16.9531469999999,1846,PETROL STATION,61402828,UNITED WOREE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,6 SOUTHGATE CLOSE,WOREE,4868,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
153.153329,-27.644577,1847,PETROL STATION,61401480,COLES EXPRESS DAISY HILL,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,21 DAISY HILL ROAD ROAD,DAISY HILL,4127,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
153.493365,-28.1426989999999,1848,PETROL STATION,61401067,BP TUGUN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,468 GOLDEN FOUR DRIVE,TUGUN,4224,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
152.994049,-27.491519,1849,PETROL STATION,61401172,COLES EXPRESS TARINGA,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29 GAILEY ROAD,ST LUCIA,4066,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
150.515592,-24.4006209999999,1850,PETROL STATION,61470809,BP BILOELA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,40 KROOMBIT STREET,BILOELA,4715,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,19/11/2020,,,,,,
153.046037,-26.7517329999999,1851,PETROL STATION,61401869,AUSSIE WORLD GARAGE PALMVIEW,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,73 FRIZZO ROAD,PALMVIEW,4553,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
151.335603,-24.006748,1852,PETROL STATION,61477714,CALTEX BENARBY TRAVEL CENTRE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,48813 BRUCE HIGHWAY,BENARABY,4680,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
146.745027,-19.262167,1853,PETROL STATION,61451695,MOBIL INGHAM ROAD,MOBIL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,587-591 INGHAM ROAD,BOHLE,4818,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,30/08/2020,,,,,,
